"id","occurrenceID","catalogNumber","basisOfRecord","collectionCode","scientificName","taxonRank","kingdom","family","higherClassification","vernacularName","previousIdentifications","individualCount","lifeStage","sex","longitudeDecimal","latitudeDecimal","geodeticDatum","dataGeneralizations","coordinateUncertaintyInMeters","continent","country","countryCode","stateProvince","locality","habitat","recordedBy","eventID","eventDate","eventTime","samplingProtocol","behavior","associatedTaxa","references","rightsHolder","license","modified"
"99999798@OBS","https://observation.org/observation/99999798","OBS.99999798","HumanObservation","Observations","Limosa limosa","species","Animalia","SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Animalia|SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Black-tailed Godwit",NA,55,"unknown","undetermined",6.15,53.3,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Friesland","Lauwersmeer - Ezumakeeg Zuid","",NA,NA,"2015-03-14","16:00",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999798","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999797@OBS","https://observation.org/observation/99999797","OBS.99999797","HumanObservation","Observations","Phalacrocorax carbo","species","Animalia","CORMORANTS_PHALACROCORACIDAE","Animalia|CORMORANTS_PHALACROCORACIDAE","Great Cormorant",NA,1,"unknown","undetermined",5.05,51.7,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk - Buitenpolder van Baardwijk","",NA,NA,"2015-03-14","15:25",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999797","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999795@OBS","https://observation.org/observation/99999795","OBS.99999795","HumanObservation","Observations","Charadrius hiaticula","species","Animalia","PLOVERS_CHARADRIIDAE","Animalia|PLOVERS_CHARADRIIDAE","Common Ringed Plover",NA,2,"unknown","undetermined",-13.8591168082,28.3917608681,"WGS84","",10,"Europe","Spain","ES","","Spain - Fuerteventura ","",NA,NA,"2015-03-12","07:46",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999795","Stichting Natuurinformatie","CC BY-NC 4.0","2015/12/20"
"99999789@OBS","https://observation.org/observation/99999789","OBS.99999789","HumanObservation","Observations","Tringa flavipes","species","Animalia","SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Animalia|SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Lesser Yellowlegs",NA,1,"unknown","undetermined",5.25,51.9,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Gelderland","Tricht - De Regulieren","",NA,NA,"2015-03-14","10:09",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999789","Stichting Natuurinformatie","CC BY-NC 4.0","2016/02/01"
"99999786@OBS","https://observation.org/observation/99999786","OBS.99999786","HumanObservation","Observations","Timoclea ovata","species","Animalia","VENERIDAE","Animalia|VENERIDAE","Oval venus",NA,1,"empty shell or single valve","undetermined",3.7,51.4,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Zeeland","Borssele - Kaloot / Oostelijke Sloehavendam ","",NA,NA,"2015-02-28","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999786","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999783@OBS","https://observation.org/observation/99999783","OBS.99999783","HumanObservation","Observations","Actitis hypoleucos","species","Animalia","SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Animalia|SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Common Sandpiper",NA,1,"unknown","undetermined",-13.8591382659,28.3918174981,"WGS84","",10,"Europe","Spain","ES","","Spain - Fuerteventura ","",NA,NA,"2015-03-12","07:46",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999783","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999780@OBS","https://observation.org/observation/99999780","OBS.99999780","HumanObservation","Observations","Castor fiber","species","Animalia","BEAVERS_CASTORIDAE","Animalia|BEAVERS_CASTORIDAE","Eurasian Beaver",NA,1,"unknown","undetermined",5.8,51,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Limburg","Born - Sluis Julianakanaal","",NA,NA,"2015-03-14","16:00",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999780","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/28"
"99999779@OBS","https://observation.org/observation/99999779","OBS.99999779","HumanObservation","Observations","Gallinula chloropus","species","Animalia","RAILS_RALLIDAE","Animalia|RAILS_RALLIDAE","Common Moorhen",NA,1,"unknown","undetermined",5.05,51.7,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk - Buitenpolder van Baardwijk","",NA,NA,"2015-03-14","15:25",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999779","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/30"
"99999768@OBS","https://observation.org/observation/99999768","OBS.99999768","HumanObservation","Observations","Motacilla alba","species","Animalia","PIPITS_EN_WAGTAILS_MOTACILLIDAE","Animalia|PIPITS_EN_WAGTAILS_MOTACILLIDAE","White Wagtail",NA,2,"unknown","undetermined",4.95,52.35,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Holland","Amsterdam - Science Park","",NA,NA,"2015-03-14","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999768","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999765@OBS","https://observation.org/observation/99999765","OBS.99999765","HumanObservation","Observations","Numenius phaeopus","species","Animalia","SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Animalia|SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Eurasian Whimbrel",NA,1,"unknown","undetermined",-13.8596244169,28.3918403065,"WGS84","",100,"Europe","Spain","ES","","Spain - Fuerteventura ","",NA,NA,"2015-03-12","07:30",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999765","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999761@OBS","https://observation.org/observation/99999761","OBS.99999761","HumanObservation","Observations","Garrulus glandarius","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Eurasian Jay",NA,1,"unknown","undetermined",5.6,51.45,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Helmond - Warande e.o.","",NA,NA,"2015-03-12","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999761","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999759@OBS","https://observation.org/observation/99999759","OBS.99999759","HumanObservation","Observations","Castor fiber","species","Animalia","BEAVERS_CASTORIDAE","Animalia|BEAVERS_CASTORIDAE","Eurasian Beaver",NA,1,"unknown","undetermined",5.8,51.05,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Limburg","Susteren - Körbusch","",NA,NA,"2015-03-14","14:45",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999759","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/28"
"99999757@OBS","https://observation.org/observation/99999757","OBS.99999757","HumanObservation","Observations","Ectropis crepuscularia","species","Animalia","Geometridae","Animalia|Geometridae","Small Engrailed",NA,1,"imago","undetermined",5,51.6,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Tilburg - Huis ter Heide - Galgeneind","",NA,NA,"2015-03-14","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999757","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999752@OBS","https://observation.org/observation/99999752","OBS.99999752","HumanObservation","Observations","Parus major","species","Animalia","TITS_PARIDAE","Animalia|TITS_PARIDAE","Great Tit",NA,1,"unknown","undetermined",5.6,51.45,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Helmond - Warande e.o.","",NA,NA,"2015-03-12","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999752","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999745@OBS","https://observation.org/observation/99999745","OBS.99999745","HumanObservation","Observations","Castor fiber","species","Animalia","BEAVERS_CASTORIDAE","Animalia|BEAVERS_CASTORIDAE","Eurasian Beaver",NA,1,"unknown","undetermined",5.8,51.05,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Limburg","Susteren - 't Hout","",NA,NA,"2015-03-14","14:20",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999745","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/28"
"99999739@OBS","https://observation.org/observation/99999739","OBS.99999739","HumanObservation","Observations","Regulus ignicapilla","species","Animalia","KINGLETS_REGULIDAE","Animalia|KINGLETS_REGULIDAE","Common Firecrest",NA,1,"unknown","male",5.6,51.45,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 100) / 100`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Helmond - Warande e.o.","",NA,NA,"2015-03-12","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999739","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/19"
"99999732@OBS","https://observation.org/observation/99999732","OBS.99999732","HumanObservation","Observations","Fulica atra","species","Animalia","RAILS_RALLIDAE","Animalia|RAILS_RALLIDAE","Eurasian Coot",NA,4,"unknown","undetermined",5.25,51.55,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Kampina - Winkelsven","meres",NA,NA,"2015-03-11","13:35",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999732","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999729@OBS","https://observation.org/observation/99999729","OBS.99999729","HumanObservation","Observations","Bergenia spec.","multispecies","Plantae","SAXIFRAGACEAE","Plantae|SAXIFRAGACEAE","",NA,21,"vegetative","undetermined",5,51.6,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Tilburg - Huis ter Heide","",NA,NA,"2015-03-14","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999729","Stichting Natuurinformatie","CC BY-NC 4.0","2019/11/10"
"99999725@OBS","https://observation.org/observation/99999725","OBS.99999725","HumanObservation","Observations","Aythya fuligula","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Tufted Duck",NA,4,"unknown","undetermined",5.25,51.55,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Kampina - Winkelsven","meres",NA,NA,"2015-03-11","13:35",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999725","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999715@OBS","https://observation.org/observation/99999715","OBS.99999715","HumanObservation","Observations","Branta canadensis","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Canada Goose",NA,4,"unknown","undetermined",5.25,51.55,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Kampina - Winkelsven","meres",NA,NA,"2015-03-11","13:35",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999715","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999714@OBS","https://observation.org/observation/99999714","OBS.99999714","HumanObservation","Observations","Capreolus capreolus","species","Animalia","DEER_CERVIDAE","Animalia|DEER_CERVIDAE","European Roe Deer",NA,4,"unknown","undetermined",5.8,51.05,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Limburg","Susteren - Körbusch","",NA,NA,"2015-03-14","15:10",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999714","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/28"
"99999712@OBS","https://observation.org/observation/99999712","OBS.99999712","HumanObservation","Observations","Accipiter nisus","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Eurasian Sparrowhawk",NA,1,"unknown","undetermined",5.25,52.05,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Utrecht","Zeist - Heidestein","",NA,NA,"2015-03-14","14:42",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999712","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/15"
"99999711@OBS","https://observation.org/observation/99999711","OBS.99999711","HumanObservation","Observations","Asplenium ruta-muraria","species","Plantae","ASPLENIACEAE","Plantae|ASPLENIACEAE","Wall-rue",NA,1,"unknown","undetermined",5.65,51.85,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Gelderland","Bergharen dorp","",NA,NA,"2015-03-08","16:40",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999711","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999704@OBS","https://observation.org/observation/99999704","OBS.99999704","HumanObservation","Observations","Vinca major","species","Plantae","APOCYNACEAE","Plantae|APOCYNACEAE","Greater Periwinkle",NA,1,"vegetative","undetermined",5,51.6,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Tilburg - Huis ter Heide","",NA,NA,"2015-03-14","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999704","Stichting Natuurinformatie","CC BY-NC 4.0","2016/01/18"
"99999701@OBS","https://observation.org/observation/99999701","OBS.99999701","HumanObservation","Observations","Actitis macularius","species","Animalia","SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Animalia|SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Spotted Sandpiper",NA,1,"first winter","undetermined",5.1,52.75,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Holland","Medemblik - Vooroever - Vlietsingel","",NA,NA,"2015-03-14","15:45",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999701","Stichting Natuurinformatie","CC BY-NC 4.0","2016/02/01"
"999996@OBS","https://observation.org/observation/999996","OBS.999996","HumanObservation","Observations","Ranunculus acris","species","Plantae","RANUNCULACEAE","Plantae|RANUNCULACEAE","Meadow Buttercup",NA,1,"unknown","undetermined",6.75,52.1,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Overijssel","Haaksbergerveen - Zuidwestelijk deel","",NA,NA,"1978-07-01","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.999996","Stichting Natuurinformatie","CC BY-NC 4.0","2013/11/13"
"99999691@OBS","https://observation.org/observation/99999691","OBS.99999691","HumanObservation","Observations","Lullula arborea","species","Animalia","LARKS_ALAUDIDAE","Animalia|LARKS_ALAUDIDAE","Woodlark",NA,1,"unknown","undetermined",4.95,52.35,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Holland","Amsterdam - Science Park","",NA,NA,"2015-03-14","14:30",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999691","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999690@OBS","https://observation.org/observation/99999690","OBS.99999690","HumanObservation","Observations","Buteo buteo","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Common Buzzard",NA,1,"unknown","undetermined",5.05,51.7,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk - Gansooiensche Uiterwaard","",NA,NA,"2015-03-14","14:50",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999690","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999687@OBS","https://observation.org/observation/99999687","OBS.99999687","HumanObservation","Observations","Spatula clypeata","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Northern Shoveler",NA,1,"unknown","undetermined",5.05,51.7,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk - Gansooiensche Uiterwaard","",NA,NA,"2015-03-14","14:50",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999687","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999678@OBS","https://observation.org/observation/99999678","OBS.99999678","HumanObservation","Observations","Hylotelephium telephium agg.","multispecies","Plantae","CRASSULACEAE","Plantae|CRASSULACEAE","",NA,3,"vegetative","undetermined",5,51.6,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Tilburg - Huis ter Heide","",NA,NA,"2015-03-14","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999678","Stichting Natuurinformatie","CC BY-NC 4.0","2016/01/18"
"99999675@OBS","https://observation.org/observation/99999675","OBS.99999675","HumanObservation","Observations","Anthus spinoletta","species","Animalia","PIPITS_EN_WAGTAILS_MOTACILLIDAE","Animalia|PIPITS_EN_WAGTAILS_MOTACILLIDAE","Water Pipit",NA,10,"unknown","undetermined",5.05,52.9,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Holland","Noorderdijkweg - Dijkgatsweide","",NA,NA,"2015-03-14","13:00",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999675","Stichting Natuurinformatie","CC BY-NC 4.0","2015/04/07"
"99999670@OBS","https://observation.org/observation/99999670","OBS.99999670","HumanObservation","Observations","Mustela putorius","species","Animalia","WEASELS_AND_RELATIVES_MUSTELIDAE","Animalia|WEASELS_AND_RELATIVES_MUSTELIDAE","Western Polecat",NA,1,"unknown","undetermined",5.65,52.3,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Gelderland","A28 - Harderwijk","",NA,NA,"2015-03-14","",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999670","Stichting Natuurinformatie","CC BY-NC 4.0","2015/08/27"
"99999666@OBS","https://observation.org/observation/99999666","OBS.99999666","HumanObservation","Observations","Anas crecca","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Eurasian Teal",NA,57,"unknown","undetermined",5.05,51.7,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk - Gansooiensche Uiterwaard","",NA,NA,"2015-03-14","14:40",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999666","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999663@OBS","https://observation.org/observation/99999663","OBS.99999663","HumanObservation","Observations","Branta bernicla hrota","subspecies","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Pale-bellied Brent Goose",NA,1,"adult","undetermined",4.95,52.9,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Holland","Oosterlanderkoog","",NA,NA,"2015-03-14","13:00",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999663","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999657@OBS","https://observation.org/observation/99999657","OBS.99999657","HumanObservation","Observations","Numenius arquata","species","Animalia","SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Animalia|SANDPIPERS_AND_ALLIES_SCOLOPACIDAE","Eurasian Curlew",NA,2,"unknown","undetermined",5.05,51.7,"WGS84","WGS84 coordinates generalized with formula: `coord = floor(coord * 20) / 20`",5000,"Europe","The Netherlands","NL","Noord-Brabant","Waalwijk - Gansooiensche Uiterwaard","",NA,NA,"2015-03-14","14:40",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999657","Stichting Natuurinformatie","CC BY-NC 4.0","2018/03/21"
"99999656@OBS","https://observation.org/observation/99999656","OBS.99999656","HumanObservation","Observations","Corvus corone","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Carrion Crow",NA,1,"adult","undetermined",6.03802433231845,46.1427862480688,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","07:50",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999656","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999655@OBS","https://observation.org/observation/99999655","OBS.99999655","HumanObservation","Observations","Buteo buteo","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Common Buzzard",NA,1,"adult","undetermined",6.0237122210839,46.1436782153152,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","07:52",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999655","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999654@OBS","https://observation.org/observation/99999654","OBS.99999654","HumanObservation","Observations","Turdus merula","species","Animalia","THRUSHES_TURDIDAE","Animalia|THRUSHES_TURDIDAE","Common Blackbird",NA,2,"adult","undetermined",6.01781165612971,46.1476738694604,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","07:56",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999654","Stichting Natuurinformatie","CC BY-NC 4.0","2017/08/12"
"99999653@OBS","https://observation.org/observation/99999653","OBS.99999653","HumanObservation","Observations","Buteo buteo","species","Animalia","HAWKS_AND_EAGLES_ACCIPITRIDAE","Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE","Common Buzzard",NA,1,"adult","undetermined",6.01781165612971,46.1476738694604,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","07:56",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999653","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999652@OBS","https://observation.org/observation/99999652","OBS.99999652","HumanObservation","Observations","Corvus corone","species","Animalia","CROWS_AND_JAYS_CORVIDAE","Animalia|CROWS_AND_JAYS_CORVIDAE","Carrion Crow",NA,2,"adult","undetermined",6.01781165612971,46.1476738694604,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","07:56",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999652","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999650@OBS","https://observation.org/observation/99999650","OBS.99999650","HumanObservation","Observations","Phasianus colchicus","species","Animalia","FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE","Animalia|FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE","Common Pheasant",NA,1,"adult","male",6.02871273050661,46.1537940892574,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","08:00",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999650","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999647@OBS","https://observation.org/observation/99999647","OBS.99999647","HumanObservation","Observations","Alauda arvensis","species","Animalia","LARKS_ALAUDIDAE","Animalia|LARKS_ALAUDIDAE","Eurasian Skylark",NA,1,"adult","undetermined",6.01904372918841,46.1568781573849,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","08:07",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999647","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999646@OBS","https://observation.org/observation/99999646","OBS.99999646","HumanObservation","Observations","Sturnus vulgaris","species","Animalia","STARLINGS_STURNIDAE","Animalia|STARLINGS_STURNIDAE","Common Starling",NA,1,"adult","undetermined",6.01904372918841,46.1568781573849,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","08:07",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999646","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999645@OBS","https://observation.org/observation/99999645","OBS.99999645","HumanObservation","Observations","Parus major","species","Animalia","TITS_PARIDAE","Animalia|TITS_PARIDAE","Great Tit",NA,3,"adult","undetermined",6.0084484503303,46.1792500497282,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","08:21",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999645","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999644@OBS","https://observation.org/observation/99999644","OBS.99999644","HumanObservation","Observations","Turdus merula","species","Animalia","THRUSHES_TURDIDAE","Animalia|THRUSHES_TURDIDAE","Common Blackbird",NA,1,"adult","undetermined",6.0084484503303,46.1792500497282,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","08:21",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999644","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
"99999643@OBS","https://observation.org/observation/99999643","OBS.99999643","HumanObservation","Observations","Anas platyrhynchos","species","Animalia","DUCKS_GEESE_AND_SWANS_ANATIDAE","Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE","Mallard",NA,1,"adult","male",6.00863078996716,46.1794241706051,"WGS84","",25,"Europe","Switzerland","CH","","Switzerland - Genève","",NA,NA,"2015-03-14","08:22",NA,NA,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.99999643","Stichting Natuurinformatie","CC BY-NC 4.0","2015/03/14"
